Products,Revenue
4109816,1988
4393971,1982
58480,1981
349710,1980
3319197,1979
18004,1978
2939924,1975
3039032,1972
3147236,1971
2964918,1971
1625756,1970
4129861,1970
4274941,1970
3628631,1966
4055952,1963
276234,1962
854806,1961
1946523,1961
3916616,1958
418129,1958
2111914,1958
158743,1958
3864273,1958
34610,1957
1358315,1951
68869,1949
2169595,1949
3828856,1948
2023454,1946
1577923,1945
2188178,1945
3869441,1943
249535,1943
4053144,1943
3863278,1943
1785526,1941
418135,1938
3527634,1938
34478,1932
4038349,1928
3924354,1926
4472270,1926
3325779,1926
4030285,1925
3865794,1920
4243557,1919
36346,1918
343926,1918
2964901,1917
4533824,1917
1802704,1913
4063762,1911
4500816,1909
4067621,1909
3319384,1906
4161867,1904
2846563,1902
4199473,1901
3916676,1900
3916437,1900
1758103,1897
4443124,1896
4381757,1896
187213,1894
4336645,1893
148881,1892
4483319,1892
2031459,1891
106923,1891
2405270,1889
3709202,1889
3877485,1885
4272672,1882
2348273,1882
283320,1880
4483210,1878
3699036,1878
3862220,1877
4336792,1876
3828894,1873
3715296,1873
2923453,1870
2396404,1870
3599588,1867
4063900,1866
3920480,1865
2848923,1863
3916662,1862
4199632,1861
1836812,1859
3157772,1859
30082,1859
4459611,1859
147355,1852
4091306,1851
448215,1850
224951,1849
1596591,1849
3800277,1847
3159301,1846
4109893,1846
2465192,1845
4129863,1844
4158639,1843
3287182,1843
4483212,1842
2270789,1842
3884917,1841
1132124,1841
458718,1840
98478,1838
1422665,1838
38570,1838
1894417,1835
448499,1834
3801830,1832
3794339,1832
86074,1830
4158663,1830
45761,1827
2882273,1827
3794332,1823
4275269,1820
3716026,1818
1083047,1817
4083823,1817
2229365,1817
3315078,1816
1579179,1816
3665960,1814
3599576,1814
2489537,1813
4114204,1811
4414716,1811
2903304,1809
4052076,1809
216823,1808
4381503,1807
3924339,1807
4414965,1807
4472952,1806
2964964,1806
3878729,1803
3266598,1803
3512019,1802
2380291,1800
3521699,1800
3986483,1798
2254063,1797
3923996,1796
1852500,1796
3627683,1795
1875464,1794
4146934,1793
4226537,1793
4141902,1791
2350620,1791
446278,1790
4275336,1790
3916684,1788
74713,1787
4336896,1787
2972821,1787
1852698,1785
2846455,1785
3865805,1784
2405295,1782
13362,1781
1393121,1779
345973,1779
525363,1776
4472343,1775
3985565,1774
2368680,1773
3709206,1773
1236331,1770
1894430,1769
3823623,1768
1697073,1766
4415131,1766
35409,1763
4140491,1763
3629047,1761
4292102,1761
4274831,1759
1893313,1757
4274454,1756
1758138,1755
47018,1755
3512065,1752
3158536,1752
4053143,1751
737448,1751
1758091,1751
3793684,1750
4077383,1748
4075888,1746
3877589,1745
3985543,1744
4139145,1742
3908791,1742
4336935,1742
3793686,1739
235542,1738
4321320,1737
3635254,1737
4228990,1737
3629022,1734
4076241,1734
1333310,1734
3715303,1734
1564888,1733
3919024,1732
3527730,1732
3869454,1730
4239319,1730
3010416,1728
4034947,1725
3332887,1725
4274242,1725
4414999,1725
4030289,1724
2435198,1724
2396220,1724
3795513,1722
4381577,1722
1333327,1721
4328592,1720
1772560,1719
186209,1717
8648,1716
4109930,1713
3317592,1710
2846412,1710
4140416,1707
1638946,1707
4274758,1706
4229007,1706
4055916,1704
2234889,1704
2380290,1703
1808198,1703
4275397,1703
1836385,1703
1192760,1702
4460993,1701
3815886,1701
1397061,1701
1320836,1696
135608,1695
3609814,1694
4034907,1692
4059384,1688
3642503,1688
4321085,1688
3865983,1687
2937996,1686
3408454,1685
2111742,1685
1594674,1684
3800107,1683
3924312,1681
2354830,1681
26026,1680
4243333,1680
84864,1678
3599877,1678
4415067,1678
4053180,1678
84932,1672
418133,1669
4038361,1668
3811235,1667
3865852,1667
4063879,1667
1758324,1665
3599192,1660
2270826,1659
3911123,1659
3628927,1656
2837732,1656
1131525,1655
6429,1655
2167804,1655
3002907,1655
4534829,1655
1811085,1654
4381564,1652
4034905,1650
3628606,1649
23430,1649
4146929,1648
3881177,1648
4083853,1647
4226527,1644
426651,1643
3081930,1642
2465284,1641
4460996,1641
4385049,1640
1947270,1640
14240,1639
3512032,1639
2882322,1639
4146912,1637
4337010,1637
116409,1635
107095,1634
3876373,1633
4473092,1632
3671861,1632
1696971,1631
275346,1630
3823474,1630
4140412,1630
3325704,1627
1313865,1626
49363,1626
2477221,1626
1917776,1626
3918471,1622
4055497,1622
407330,1622
3975134,1622
3932464,1620
3916489,1620
3801812,1620
3382570,1619
3159331,1616
2350812,1613
2149297,1612
4141849,1611
4034911,1608
1230641,1608
4106275,1608
4336581,1608
4269950,1607
3884911,1606
3800157,1606
3869430,1605
1686769,1605
2971690,1604
2408200,1603
3815077,1603
4030283,1600
3916450,1600
1771793,1599
4065572,1598
4468262,1598
4274470,1598
2254673,1597
4084686,1597
1686348,1596
4075889,1595
3924565,1595
3910009,1594
1095623,1593
3573357,1593
25286,1592
311540,1592
4443061,1591
3350351,1591
3864298,1590
4241940,1589
4578906,1589
3024866,1589
4456506,1588
4385086,1588
3865254,1588
2188179,1587
4053151,1584
3880194,1583
2973040,1583
4414706,1583
2923586,1583
3770452,1582
4483213,1581
4158850,1581
42889,1581
1308484,1580
737451,1580
3863538,1579
4228972,1579
4460963,1579
4274585,1578
3754702,1576
4161404,1576
2396254,1576
3010417,1570
44533,1569
2965137,1569
224950,1568
2849581,1568
1852589,1566
4055913,1565
1619814,1563
1625753,1563
3332577,1563
4415185,1562
3039033,1561
319809,1560
4086525,1560
4435971,1560
3157763,1558
36149,1557
4065582,1556
1893312,1554
3159524,1554
4063822,1553
1920,1552
1283306,1551
3408248,1550
147411,1548
3975391,1547
4321381,1547
1230645,1546
3867264,1546
3869377,1544
4625570,1544
4111684,1543
3318892,1542
1397681,1541
4063863,1541
3924178,1540
3975414,1540
4114948,1539
2192719,1538
3865791,1538
1761806,1536
1628307,1536
2968983,1534
4288865,1533
3876379,1532
4272662,1529
4106194,1529
4111686,1526
3865819,1526
3884910,1525
1082896,1524
2465227,1524
4387079,1524
1578041,1523
4200880,1523
4063789,1523
1583722,1521
2937990,1520
3077781,1520
3877488,1519
4100214,1519
4414926,1518
3863392,1517
16355,1515
2435187,1514
3916457,1514
3325791,1514
62014,1514
4384951,1511
3801799,1511
3866987,1510
2882362,1508
4336084,1508
2271429,1508
4086434,1508
3332728,1507
4141852,1507
2965130,1507
1279478,1507
3694481,1506
3918523,1504
3920291,1502
3157799,1502
4274451,1501
3521695,1499
3159327,1499
2465225,1497
3010412,1497
2846380,1494
2846283,1493
163007,1492
4461014,1492
4127743,1491
3986489,1490
3828815,1490
3466407,1488
2435374,1487
4443019,1485
4294442,1484
1396027,1484
3280315,1482
4275050,1480
13582,1479
3527691,1479
4460958,1479
3636542,1479
4161410,1477
3573084,1477
1619816,1473
1450117,1471
4272691,1470
3350299,1469
3908799,1468
489954,1466
117680,1465
2350627,1464
1808559,1464
4228960,1464
4381452,1463
4091331,1463
4604709,1462
1354037,1461
75117,1457
4415181,1457
3449995,1456
1323596,1456
1699895,1455
2350614,1454
1227230,1453
2964931,1453
3287398,1452
3010414,1451
4414778,1451
4034934,1450
1867093,1450
353481,1450
1510790,1449
37368,1448
4473095,1447
73835,1447
1808640,1446
45077,1445
1637868,1444
224956,1443
3880193,1443
4139144,1442
2445905,1442
1852737,1441
29555,1440
4161480,1439
3876872,1438
2445392,1438
343942,1436
3332576,1436
3754675,1435
1506298,1433
3794326,1432
2396206,1431
1852527,1431
4577084,1431
2445391,1430
1639314,1430
2111837,1430
2972842,1429
299950,1429
3799973,1429
4140433,1429
3860382,1428
3924019,1428
4052249,1427
3863922,1427
458695,1424
3641230,1423
3908860,1421
35361,1421
2430774,1420
2435300,1420
4114179,1416
4566516,1416
1399814,1414
543292,1413
3630067,1413
3924300,1411
2968990,1411
2396421,1410
3866985,1408
4053116,1408
2964998,1408
989148,1406
4385023,1406
3550592,1405
1919439,1404
320943,1404
3158549,1403
4321229,1402
69800,1401
3627478,1401
1564909,1400
2882364,1399
1702882,1398
4384429,1397
147402,1396
4393926,1395
3795487,1394
4472941,1393
4067657,1393
263559,1389
4385021,1389
2149441,1388
4221585,1388
4554716,1388
2254803,1387
1287109,1387
3157987,1386
424701,1385
3876871,1383
28797,1383
2350542,1381
1802709,1380
1802700,1379
4243297,1379
3924162,1379
466764,1378
3771452,1377
349474,1377
4038610,1377
2348779,1374
4414799,1373
3916301,1372
45807,1371
2846425,1371
3449209,1369
3033729,1368
1641374,1367
2435237,1366
3631170,1366
243303,1365
4324734,1364
2938003,1363
48017,1362
2167228,1362
3315080,1362
2846442,1358
1894412,1357
4428210,1357
4199431,1356
4467837,1356
4008026,1354
989116,1351
3629292,1351
3985613,1349
737446,1349
3877128,1348
3569505,1348
4384156,1347
3157734,1347
3157756,1346
25081,1346
4334992,1344
625922,1344
4275284,1341
4055491,1341
37717,1341
4084666,1341
138453,1341
182170,1340
4129982,1338
2111933,1338
2254602,1337
1308529,1336
467747,1336
3294286,1336
3919767,1335
1881048,1335
3878577,1335
437615,1333
3271155,1333
4467766,1333
1227057,1331
2111691,1329
204200,1328
308355,1327
1625994,1326
3527641,1326
4065574,1325
3569941,1324
3869514,1323
4306091,1323
4384868,1320
2169555,1320
2396245,1319
4243795,1318
3866988,1314
2348064,1314
672410,1312
147424,1311
3863432,1311
1128824,1310
2396187,1310
434193,1309
3910006,1308
458093,1307
3512076,1307
1969648,1307
4472330,1306
3300078,1305
243292,1303
4414962,1303
2439890,1302
4052107,1301
4055898,1301
1619877,1299
143515,1299
4161541,1298
3801791,1298
3159467,1298
3998226,1298
4065576,1297
2168672,1297
2105971,1297
3863384,1295
3863311,1295
4100151,1294
4055953,1293
2350631,1293
285068,1292
4330071,1292
457775,1291
3075550,1291
247735,1289
3975045,1289
4382818,1288
2882333,1287
4125280,1287
3869532,1286
4482987,1284
4137585,1283
3157769,1283
3918978,1283
3159309,1282
4310370,1280
3909453,1280
36857,1280
3104990,1280
3924243,1279
4381739,1277
4221607,1276
4414768,1276
1590178,1275
3801806,1275
3918474,1274
4158569,1271
3828981,1270
4085981,1270
2938489,1270
1836786,1269
1308496,1269
1894419,1269
3986481,1269
603809,1269
4052280,1267
188860,1266
950746,1266
3869337,1265
4219364,1264
1396392,1264
3979796,1264
496322,1264
3631258,1260
3318355,1259
224484,1258
3916467,1258
1846655,1256
3698910,1256
3335348,1256
1126132,1255
3039034,1255
3924854,1255
2435284,1254
3034394,1254
4319237,1252
3866340,1251
1024788,1250
1894422,1243
3335353,1243
989233,1242
110189,1241
4067329,1240
2882328,1237
3573020,1236
3599489,1236
4219515,1236
1802220,1235
1887515,1235
3916537,1234
4243327,1234
1698681,1234
263384,1233
3510742,1233
4385097,1228
4321207,1228
48799,1228
356627,1228
1852728,1228
2968518,1227
3910190,1227
3574125,1226
2964954,1226
516403,1225
4336658,1225
143483,1224
1578632,1224
4200864,1224
4415055,1223
3877124,1222
2174269,1222
4479194,1222
2405305,1221
4077364,1221
538205,1220
3569956,1220
3975043,1220
4114167,1218
3916454,1215
1758224,1215
3924240,1214
4336931,1212
4321137,1212
446275,1211
4414714,1211
86075,1209
4518165,1209
84872,1208
29730,1208
3623981,1208
3408865,1207
2639548,1207
3795473,1207
4063853,1207
4324746,1206
4387164,1204
1836396,1204
2012707,1202
4219357,1201
4336087,1201
2396413,1200
4038370,1200
3159324,1199
4243498,1198
1808976,1198
3754716,1197
21880,1197
4055486,1196
3157829,1196
3521287,1196
3526472,1195
40300,1194
1641499,1193
538203,1193
3332719,1192
4146930,1191
3884914,1190
30607,1190
1661267,1189
4472153,1188
4063838,1188
2485854,1187
4415032,1187
4059382,1185
3631007,1183
2849566,1183
3319402,1182
4524903,1180
106420,1179
3884916,1178
2849437,1178
621851,1177
3266600,1177
4125276,1177
4381619,1176
2371104,1175
3985536,1175
4158752,1174
3770459,1173
3780444,1172
3881474,1172
62916,1171
1595021,1171
4161466,1171
1260636,1170
2350556,1169
3979756,1168
3865778,1168
4479196,1168
2846474,1168
4414753,1167
1840061,1166
4125895,1166
2392265,1165
2968427,1164
4322254,1164
800976,1163
4053122,1163
1809006,1163
4381561,1162
4336682,1162
4393917,1161
1333311,1161
3795458,1160
4397693,1160
3346855,1160
3312425,1159
4414919,1159
3985494,1159
4578900,1157
2882271,1156
3800014,1155
1619044,1154
2348295,1154
3865905,1154
9018,1153
3909778,1152
2235604,1151
3158539,1151
1852510,1151
2405269,1150
3918499,1150
4243375,1150
3794299,1150
3881314,1150
4159702,1150
4625609,1149
4415050,1149
3159343,1148
3579747,1147
1583690,1147
4091333,1146
3574811,1146
3908846,1145
1437874,1145
4114490,1144
4052128,1144
4137571,1143
3800120,1142
3408708,1142
3573137,1141
431571,1141
454047,1141
4336648,1140
1754430,1138
190002,1135
244082,1135
4243672,1134
669329,1133
3909398,1131
3908826,1131
272548,1131
3527662,1131
4055507,1131
447393,1130
1802699,1129
4604702,1129
2405272,1128
4274911,1128
4228926,1128
850480,1125
4472893,1125
855025,1125
84111,1125
4055496,1124
2396433,1121
4414889,1120
2880212,1119
3579807,1117
3863399,1117
3312107,1116
4141880,1115
2240223,1114
3569574,1114
4228954,1114
26672,1114
1424004,1112
3865856,1112
3624040,1112
3794310,1109
4336072,1109
2849396,1108
3346865,1107
4080826,1106
2938011,1105
3671860,1105
1761812,1104
2405299,1104
4028755,1104
2849556,1101
1583646,1101
1687344,1100
3709207,1098
3828820,1097
3878625,1097
690328,1097
3929728,1097
1705551,1095
4321340,1094
4414704,1092
2837679,1092
3909448,1090
3550808,1090
3864605,1089
2882375,1089
3865788,1089
2474414,1088
2235491,1087
4415126,1087
3916690,1086
3924284,1085
36908,1084
4459609,1083
4414933,1083
1061282,1079
4053137,1077
2837752,1077
3294190,1076
4146926,1075
4141874,1075
1639818,1075
3863560,1075
3800023,1074
3876382,1073
3294194,1073
4534359,1072
4052179,1072
3801465,1071
1836807,1071
3623969,1070
4100166,1069
4336828,1069
1686529,1069
3325702,1068
4065579,1067
4125266,1067
3335345,1067
3824662,1065
3865986,1065
4161434,1065
459749,1064
637718,1064
3158559,1063
996694,1063
11998,1062
3815997,1062
2964670,1062
2965265,1062
4381735,1061
1892833,1061
3772302,1060
2148926,1059
4472131,1059
4294366,1058
2471541,1057
4472942,1056
3827405,1056
3876417,1056
3998204,1056
244290,1055
3527773,1054
4328593,1054
4077418,1054
4242162,1054
2445707,1053
22360,1052
4414725,1052
4111510,1050
42725,1049
4199461,1049
2254143,1049
1434399,1048
84863,1047
367211,1047
2445906,1047
4415024,1046
431563,1046
247736,1045
4055892,1045
3157837,1044
4467801,1044
2396447,1044
1639255,1043
1578070,1043
46469,1042
2348933,1042
189838,1041
4414947,1041
4289392,1041
4566521,1041
3629101,1040
3862479,1038
3877480,1038
1705025,1038
1808542,1038
2973038,1038
4087660,1037
3975390,1037
1836834,1036
3891293,1035
3916494,1035
1398898,1035
4077370,1035
3919207,1033
2924115,1032
1852727,1031
3609829,1031
4633629,1030
4385093,1030
4047509,1030
3824531,1030
4321092,1029
3918970,1029
3866980,1028
1801954,1028
2465326,1026
3408464,1025
3527710,1024
3919756,1023
4129851,1023
3863877,1023
1787603,1023
4397700,1023
2882377,1022
1852677,1020
4415021,1019
1852688,1017
1841694,1016
4219410,1016
3637265,1015
690276,1013
4077382,1012
2903326,1012
4274461,1012
4294188,1012
4055950,1011
4243253,1011
4321071,1010
40841,1009
4624893,1009
260975,1009
2254770,1009
2965202,1008
3569870,1008
3924433,1008
3986467,1007
1704969,1006
4292563,1004
2350785,1004
2883661,1004
343934,1004
138638,1003
4381479,1001
4274766,1000
1583988,1000
737447,999
1608895,997
40042,996
2150544,994
1583998,994
4243469,993
4275198,992
165692,992
3920523,991
111394,991
4243357,991
3408249,990
4243288,990
850514,989
2924099,989
4633625,988
4109982,987
4428318,986
4398220,986
1636547,985
3629429,984
4473097,982
2882243,982
466756,982
3793187,982
3029096,980
83,980
496325,979
4414939,979
3924218,978
3629219,977
1352738,975
1614098,975
4075897,975
2882325,974
3881060,974
4092084,973
111395,972
4291980,971
247734,970
278109,970
1000673,969
1885347,969
3986464,969
31997,968
3312486,966
3878700,965
2923883,962
1916704,962
2254764,961
3609843,961
2964647,961
1607405,960
3521314,959
3920693,958
3599067,956
4336957,956
3158540,954
41523,953
3573127,952
3526223,952
4080806,950
3794298,950
3569931,949
4414879,949
3319024,948
3410450,948
238732,948
4321176,948
2348899,947
3569940,947
4320844,947
2396225,947
4381569,946
3878462,945
3828916,945
3811152,944
4039578,943
4055951,943
4219958,943
4028749,943
1894405,942
4131065,942
3512041,941
4204179,941
1353743,940
3811372,939
4328606,938
3624027,938
1424438,937
2111714,937
4129859,937
1637866,937
468,937
3920313,936
3180988,935
44789,934
1808540,934
2465299,933
3628758,933
1947286,933
164921,932
232246,932
3910482,932
4114882,930
3629356,929
3002783,928
2435208,927
2111718,926
1836828,924
4436064,923
4274475,923
59686,922
1895115,921
4272684,920
1802718,920
3918481,920
1634171,920
4336697,920
1623534,920
1917961,920
3909929,919
4414709,919
163008,918
4336660,918
337179,918
3449197,918
3175689,918
2229623,917
244079,916
36354,915
3866342,915
2435182,915
3294224,915
45236,914
243301,914
1661266,912
3159511,911
2392231,911
3325742,910
1916492,910
3828980,910
2849460,909
4384964,909
2254470,909
1346027,909
2168669,908
4077394,907
3910457,907
3066963,907
524514,905
4326662,905
2254652,905
4106366,904
20552,903
3512050,903
3986457,903
3629533,903
3033730,901
4291916,901
4084706,901
250010,901
1787746,901
2837716,901
4397118,900
1893321,900
3920605,900
4468313,898
3919783,898
3811312,898
4518159,898
4334972,897
1802731,896
333255,896
2465206,895
4158624,895
3865981,895
3630062,895
3467754,895
3918504,894
247727,894
1661269,894
3157753,893
422227,893
4042583,893
3280319,892
4483008,892
3709201,892
4274452,892
4272670,890
89825,890
3527777,890
180615,890
2849551,890
498140,890
3828896,889
2965178,888
3628809,888
256793,888
1583630,887
3801464,886
3002919,886
4326653,886
2470920,886
3159503,886
4111512,885
1334236,884
4055942,884
4129977,882
4030287,882
3865830,882
4076276,882
2882573,881
1575849,881
3325703,880
1916719,880
2995800,880
2271428,880
23322,879
2348334,879
3869421,878
4274235,878
4483009,878
4082039,878
1393078,878
3318470,877
3294218,876
4111685,875
4479193,874
2037273,874
3865816,873
1852497,873
3642485,873
4034903,872
4319241,872
1688393,872
4336390,872
1358222,870
690341,870
3908806,869
3158567,868
3623983,868
4274482,868
2846493,866
38216,865
3793178,865
1826424,865
4428314,864
2489516,864
2396301,864
4243243,863
3986444,863
3793060,863
4063788,863
2168995,863
11784,862
2392267,862
3878497,862
1885328,862
4086013,862
4321077,862
4146959,861
1846657,861
4381674,861
3862204,861
4241958,861
3975251,861
4275078,860
4336744,860
3891422,860
121058,860
4243424,860
16373,858
2465287,858
1569542,858
3874667,858
3521906,858
3521181,858
2882265,857
3780493,857
4088537,856
3460459,856
4415082,856
3975291,856
4518163,856
4243565,855
3021847,855
3512044,855
4066933,853
4387152,853
1758257,853
2964567,852
4290157,852
5014,852
4114999,851
3325755,850
3270916,850
426800,850
4274466,850
264369,849
4321268,849
3910475,848
3624373,848
2435240,848
2168678,846
3916597,845
3918476,845
2882326,845
59794,845
3795507,845
4381752,843
1131532,842
3865775,842
3918500,841
48366,841
3924063,841
3573040,841
3794324,840
3863584,839
37472,839
4428248,838
3824536,838
1789979,837
3287179,837
1691509,837
30118,836
1852709,836
2964702,835
3910467,835
3157235,835
3863298,835
3625628,834
4092085,834
2865114,834
4158587,834
42985,833
4106099,833
4063850,833
65411,832
4226530,832
3527677,830
1846647,829
1885342,829
3865954,829
4207523,828
248505,828
2937971,828
4030286,828
1000672,827
3449180,827
3876762,827
3159533,827
3866351,826
3294115,826
1498615,826
3918136,826
4034904,825
1923201,825
2882381,825
2923333,825
516654,824
1086,824
4082035,823
4038656,822
4146465,822
3986465,822
2350603,822
3975407,822
4415048,822
1126119,821
4414975,821
4636642,821
568746,821
3629126,821
4055947,820
4415171,820
4086530,820
3862477,819
3036809,819
244084,819
1641383,819
4100229,819
312151,818
147408,818
4381535,818
1334232,817
4055905,817
1885349,817
3599485,817
3618243,817
4415052,817
3910479,816
3158543,816
3550504,816
3867001,815
204201,815
4038342,815
4482244,815
261020,814
4566519,814
3550577,813
4228987,813
3319076,813
1802696,812
499218,812
759312,812
48327,812
2837734,812
239831,811
46805,810
184676,809
4320845,809
637884,808
4387042,808
856922,808
2846268,808
431468,807
4381474,805
1510788,804
4532881,804
127636,804
3159320,804
3300079,803
410454,803
22326,803
4100082,803
2882370,803
4034906,802
2278585,802
1134055,802
54484,800
3694482,799
4039718,799
1622,799
4085935,799
4065575,798
418132,798
4067636,798
1895117,798
3880196,797
4243739,797
4477475,797
3075549,797
4053152,797
2393551,796
3828767,796
2846276,796
1808637,795
1590177,795
4290154,795
1698250,794
2169600,794
4036156,792
1596362,791
3973583,791
3449975,789
4079344,789
1583657,789
3813958,788
2972860,788
3287993,788
3512038,788
9209,787
1836768,787
466755,787
22695,786
4274463,786
3157733,785
1317556,785
1809212,785
3159519,785
243300,784
147405,784
3280876,784
4385047,783
2272292,783
3918392,783
3294237,783
3571284,782
2371602,782
4334977,782
3626879,780
74712,779
3081887,779
3891538,779
3803562,779
4243505,779
3877125,778
4161522,778
856983,778
2937952,778
2405298,778
4114207,778
1725690,778
3549899,777
74714,776
1836831,776
223693,775
2168998,775
343930,775
4243655,774
3294288,774
365665,774
3975111,774
3863893,773
4111511,773
637651,773
4472309,773
4003685,772
3617238,771
3986480,771
2445908,770
3599594,770
4381491,770
4106101,769
2370896,769
4381422,769
2148885,768
2937985,768
3911648,768
864889,767
4384978,767
1577818,767
3158561,766
4322565,766
44615,765
1947231,765
1661272,765
4428243,764
2837617,764
1283727,763
4219917,763
1317521,762
4082223,762
3918506,761
4199322,761
4415069,761
1126085,760
3646371,760
3081795,760
3975253,760
2131685,759
4415038,758
437973,758
1583792,758
2270810,757
2248284,757
3325792,756
425591,756
2370632,756
3968801,756
561660,755
3864772,754
2639545,753
3828799,752
1575852,752
4324756,751
1801912,751
4146955,750
3032757,750
1627331,750
3579778,749
4129853,748
3699023,748
1581239,747
4242161,747
4055894,746
3986468,746
3624350,746
1583762,746
3877590,745
21194,745
352990,744
3628905,744
1344595,744
3924601,744
4052219,744
1803418,742
3715308,741
1317513,741
1809216,740
1079284,740
1619782,739
3671863,739
1628555,739
667904,738
3032758,738
1126046,737
4381587,737
4243620,737
446274,737
3865246,737
4226540,737
4381446,737
4532337,736
3626981,736
3075551,736
4415057,736
3618461,736
2846488,735
54988,735
2396201,735
3824510,735
1787852,735
3918505,734
337180,734
3623964,734
3579695,734
4065414,733
4199543,733
3579782,733
3512024,732
3924576,732
3828873,731
2188122,731
3569925,731
4414789,730
4121961,730
1197618,729
2893102,729
26522,728
3579785,728
4038734,728
246453,728
75108,727
4275281,727
3623985,727
2923468,727
3975443,727
293351,727
4161546,727
3630091,727
3916633,726
2849382,726
4414972,726
1661275,725
4304663,725
55272,724
2254870,724
3877483,723
37892,723
423719,723
344027,723
1602508,723
3698810,723
3276635,722
3010413,722
3579777,722
4052091,722
3975224,722
163009,721
3642506,721
3918477,720
3157752,720
260988,720
4414825,719
349362,719
4381696,719
4052077,717
458444,717
8097,717
4146931,715
3034392,715
3034401,715
4052084,715
3081973,714
2882259,714
3521297,713
1867969,713
2111891,713
3862191,713
1682837,713
3527619,712
2435188,712
665027,712
2937998,711
2053015,710
3891320,710
244081,710
1577361,710
1603301,710
297505,709
447112,709
3880199,708
308181,708
1836789,708
3878610,708
4275213,706
2846307,706
4288829,706
3780496,706
3985445,706
3276587,705
49581,705
1894428,705
352310,705
4428427,703
1619749,703
3626959,702
1350968,702
4429702,702
224483,701
3109015,701
4213677,701
579316,701
4052043,700
2178584,700
3609875,700
86434,699
2392243,699
3287257,699
26089,699
3986482,699
3910421,699
1625938,699
3079557,697
1349507,697
3878530,697
1398257,697
2879872,696
4414853,696
518774,696
4397561,695
4337013,695
2016785,694
855036,694
3631252,694
2846424,694
2379992,693
2379994,693
2229633,693
3346874,693
1808630,692
3865771,692
3541977,691
4229175,691
4384931,690
625974,690
3312474,690
3266707,690
3865848,690
3865843,690
407331,690
1852599,690
2348622,689
2180582,689
1596364,689
3410613,689
2111763,689
2392261,688
4114159,688
3824661,687
4161790,687
2846451,687
1277273,687
14113,686
1852641,686
2849574,685
2146375,685
1811191,684
4115028,684
1761978,683
2270871,683
503791,683
3585832,683
1885326,683
3609850,683
168869,683
3809376,683
3865932,682
1611834,681
3617240,681
4114035,681
1399968,681
188989,681
3786205,681
4146932,680
1000702,680
74710,680
3882994,680
2882287,680
3039036,680
4091338,680
868493,680
4275205,679
3335360,679
3924580,679
4139110,677
4382817,677
3975071,677
2392253,676
452877,676
3574114,676
2181865,675
281734,675
4381465,674
3297492,673
3874283,672
4275354,671
3325751,671
2270850,671
1699182,671
4114483,670
109975,670
3979911,669
3636015,669
1506624,668
2234906,668
3512028,668
4106094,667
3866989,667
3827393,667
4034909,666
3160275,666
58449,666
4084658,666
4332737,666
2111695,665
4291399,665
2389225,665
1702784,665
2904,664
4091302,664
1619870,664
1885350,664
1359250,664
2880005,663
3466325,663
3281353,663
2168687,662
4274907,662
4336846,662
3924169,661
3863297,661
1510783,659
3828768,659
4038677,659
1391263,659
1802727,658
4578908,658
29014,658
4321308,658
3569938,657
4131189,657
4100086,657
4336623,656
1703164,656
3863097,656
487925,655
4203676,655
3828811,655
4436044,655
3527622,655
4086447,654
4320843,654
3335350,654
4532342,653
3157750,653
3800300,653
2849575,652
3881521,652
4229149,651
3626889,650
3891511,650
1577774,650
4038345,649
147426,648
4384912,648
4063939,648
4381559,648
75121,647
2846458,647
2052067,647
4428271,647
2910929,646
3824999,646
4106139,645
34812,645
1564896,645
2309284,644
437231,644
3800237,644
1919405,644
3975272,644
4114561,643
2192718,642
928798,641
1894423,641
2846378,641
3878592,640
464171,640
4109729,640
4146096,639
4242116,638
4332813,638
3986436,638
205043,638
3864162,637
4275173,636
1808633,636
4275408,636
4460941,636
147356,635
1836803,635
2168791,635
516266,634
293347,634
3918534,633
4336675,633
3876769,633
4242128,632
4229003,632
3865237,632
2396164,632
4336907,631
4200790,631
4128264,631
1260485,630
3158551,630
3923993,630
1754425,630
1897725,629
4161736,629
4414843,629
1596587,628
4243422,628
3550548,628
444756,628
4103054,628
239168,628
3698488,627
3869364,626
4414857,626
105082,624
2435176,624
1693819,623
343931,622
4292013,622
2169589,622
3800129,622
658570,622
4063736,622
3799972,621
1596363,621
3312533,620
3698667,620
4038362,620
453364,619
386395,618
3920199,618
3629515,618
4063886,618
2350582,617
3924223,617
1131981,617
1397236,617
4086623,617
3881175,616
39069,614
5363,614
3924116,614
4114161,614
4106354,614
3335344,614
3665959,613
4397511,613
45777,613
679714,613
1308636,612
184804,611
4207535,611
3318611,611
3866352,611
4381537,610
4114160,610
4226538,610
1227231,609
226205,609
4003682,609
4161569,609
3573245,608
4385095,608
4336986,608
465672,608
591143,608
3884918,607
2882363,607
3294228,607
4109894,607
410486,606
3973349,606
2489507,606
1422663,605
2180571,605
421602,605
3909801,604
1619748,604
3319031,604
3864538,604
2254421,604
518997,604
3159588,603
3618229,602
3863444,601
3618112,601
27108,601
117228,600
308192,600
3823394,600
2149248,599
102648,599
2903347,599
4053172,599
3918462,598
286348,598
4385072,598
3827395,598
3881891,598
3325769,597
3828891,597
1852493,597
1698166,597
1802729,596
4221563,596
4275127,595
1445,595
1661268,595
2846278,595
4106190,594
3918479,594
2997137,594
3924025,594
4461012,594
3410337,594
1852694,594
4467781,594
3975085,594
2181853,593
2882368,593
1334235,592
2354787,592
2837689,592
1893324,591
3811351,591
4114193,591
3878566,591
3642522,591
2270847,590
284548,590
4275113,589
