"sku_mp_id","branch_id","rank"
"1097687","SEATTLE","1"
"4142761","SEATTLE","1"
"3795472","SEATTLE","4"
"16643","SEATTLE","1"
"18650","SEATTLE","1"
"460064","SEATTLE","1"
"6077919","SEATTLE","1"
"1595017","SEATTLE","1"
"12320","RALEIGH","2"
"489505","RALEIGH","1"
"2886873","RALEIGH","3"
"1805065","RALEIGH","1"
"3983858","RALEIGH","2"
"216501","RALEIGH","1"
"1203249","SEATTLE","2"
"3859932","SEATTLE","1"
"675287","SEATTLE","1"
"4065437","SEATTLE","1"
"441108","RALEIGH","1"
"4030174","RALEIGH","1"
"3774511","RALEIGH","1"
"3039036","RALEIGH","1"
"3878584","RALEIGH","1"
"88403","RALEIGH","1"
"21159","RALEIGH","1"
"1703060","RALEIGH","1"
"1582794","RALEIGH","1"
"238937","RALEIGH","1"
"3781006","RALEIGH","2"
"1672220","RALEIGH","1"
"3874599","RALEIGH","1"
"4114395","RALEIGH","1"
"1717928","RALEIGH","1"
"15214","RALEIGH","1"
"2339322","RALEIGH","1"
"3255554","RALEIGH","2"
"3860205","RALEIGH","1"
"2937047","RALEIGH","1"
"23517","RALEIGH","2"
"3784097","RALEIGH","2"
"51440","RALEIGH","3"
"83053","RALEIGH","1"
"91342","RALEIGH","1"
"4075905","RALEIGH","2"
"4157281","RALEIGH","1"
"407242","DETROIT","1"
"1604859","RALEIGH","2"
"184721","RALEIGH","2"
"2471599","RALEIGH","1"
"3878625","RALEIGH","2"
"4055914","RALEIGH","1"
"1313865","SEATTLE","3"
"3932800","SEATTLE","1"
"14356","SEATTLE","1"
"33123","SEATTLE","1"
"1631668","RALEIGH","1"
"91049","RALEIGH","1"
"3910225","RALEIGH","1"
"423830","RALEIGH","1"
"1431764","RALEIGH","1"
"52018","RALEIGH","1"
"4275354","RALEIGH","1"
"1263435","RALEIGH","1"
"2929636","SEATTLE","1"
"24242","SEATTLE","1"
"15026","SEATTLE","1"
"11602","SEATTLE","1"
"161392","SEATTLE","1"
"1679992","RALEIGH","1"
"2189707","RALEIGH","1"
"31566","RALEIGH","1"
"3795468","DIST","1"
"1585640","RALEIGH","1"
"1565221","SEATTLE","1"
"2188705","SEATTLE","1"
"3153539","RALEIGH","1"
"3824545","RALEIGH","1"
"46024","RALEIGH","1"
"3868684","RALEIGH","1"
"1737655","RALEIGH","1"
"108209","RALEIGH","1"
"1391033","RALEIGH","1"
"4275173","RALEIGH","1"
"4106974","RALEIGH","2"
"2881872","RALEIGH","1"
"313007","RALEIGH","1"
"2175063","RALEIGH","2"
"1424437","RALEIGH","1"
"401","RALEIGH","1"
"2234934","RALEIGH","1"
"1334314","RALEIGH","1"
"1852635","RALEIGH","1"
"36566","RALEIGH","1"
"247735","RALEIGH","1"
"1725519","RALEIGH","1"
"86612","RALEIGH","1"
"435611","RALEIGH","1"
"1352522","RALEIGH","1"
"3975148","RALEIGH","1"
"1506529","RALEIGH","1"
"1679344","RALEIGH","1"
"4243620","RALEIGH","2"
"110993","RALEIGH","1"
"2464314","DETROIT","2"
"405993","SEATTLE","1"
"75392","SEATTLE","1"
"421233","SEATTLE","2"
"525651","RALEIGH","1"
"3819723","RALEIGH","1"
"1226897","RALEIGH","2"
"798530","RALEIGH","1"
"1350415","RALEIGH","1"
"69627","RALEIGH","1"
"48789","ATLANTA","3"
"2395540","RALEIGH","1"
"18901","RALEIGH","2"
"3795477","RALEIGH","1"
"3632486","RALEIGH","1"
"3827283","RALEIGH","2"
"2965289","RALEIGH","1"
"2849833","RALEIGH","1"
"4292157","RALEIGH","1"
"3625873","SEATTLE","1"
"460051","SEATTLE","1"
"3857","SEATTLE","1"
"1666467","SEATTLE","1"
"856189","SEATTLE","1"
"3824089","DIST","1"
"2405301","SEATTLE","3"
"3865373","SEATTLE","1"
"2821354","SEATTLE","1"
"39961","RALEIGH","1"
"2033160","RALEIGH","1"
"79041","RALEIGH","2"
"182364","RALEIGH","1"
"1852677","RALEIGH","1"
"3145914","RALEIGH","2"
"21418","RALEIGH","1"
"310282","SEATTLE","1"
"10567","SEATTLE","1"
"34599","SEATTLE","1"
"2169116","SEATTLE","1"
"117154","SEATTLE","1"
"4154162","SEATTLE","1"
"1441983","SEATTLE","1"
"4200507","SEATTLE","1"
"1619042","SEATTLE","1"
"55702","SEATTLE","1"
"1737007","SEATTLE","1"
"34852","SEATTLE","1"
"989148","SEATTLE","2"
"455433","SEATTLE","1"
"4604752","SEATTLE","1"
"4085237","SEATTLE","1"
"48789","ORL","1"
"3159184","SEATTLE","1"
"1195469","SEATTLE","1"
"3625872","SEATTLE","1"
"36467","SEATTLE","1"
"312746","RALEIGH","1"
"45057","RALEIGH","1"
"4114754","RALEIGH","1"
"2111892","RALEIGH","1"
"156867","RALEIGH","1"
"1509059","RALEIGH","2"
"3449995","RALEIGH","1"
"187466","RALEIGH","1"
"2960899","RALEIGH","1"
"60559","RALEIGH","2"
"3860037","RALEIGH","2"
"2938018","RALEIGH","1"
"241119","RALEIGH","1"
"49016","RALEIGH","2"
"16388","RALEIGH","1"
"515360","SEATTLE","1"
"2926995","SEATTLE","1"
"4227616","RALEIGH","1"
"22415","RALEIGH","1"
"2350509","RALEIGH","1"
"2960891","RALEIGH","2"
"1852510","RALEIGH","2"
"293332","RALEIGH","1"
"2489594","RALEIGH","1"
"2965247","RALEIGH","1"
"1322370","RALEIGH","1"
"55328","RALEIGH","1"
"1705254","RALEIGH","1"
"405935","SEATTLE","1"
"51936","SEATTLE","1"
"159811","RALEIGH","1"
"52823","RALEIGH","1"
"18558","RALEIGH","1"
"491156","RALEIGH","1"
"83666","RALEIGH","1"
"1615745","RALEIGH","1"
"4210376","RALEIGH","1"
"53895","RALEIGH","1"
"4161368","SEATTLE","1"
"82200","SEATTLE","1"
"1717028","RALEIGH","1"
"3375","RALEIGH","1"
"3619941","RALEIGH","1"
"1691634","RALEIGH","2"
"3910108","RALEIGH","1"
"406087","RALEIGH","1"
"4116208","RALEIGH","1"
"5749","RALEIGH","1"
"1359044","RALEIGH","1"
"1399392","RALEIGH","1"
"513052","RALEIGH","1"
"505922","RALEIGH","2984"
"44977","RALEIGH","3072"
"16376","RALEIGH","2716"
"47158","RALEIGH","4341"
"48894","RALEIGH","1856"
"4862","RALEIGH","82"
"3924370","RALEIGH","130"
"21847","RALEIGH","3"
"289531","RALEIGH","23"
"49054","RALEIGH","4"
"1349233","RALEIGH","14"
"40571","RALEIGH","18"
"7266","RALEIGH","226"
"4063793","RALEIGH","1"
"3716014","RALEIGH","1"
"26194","RALEIGH","82"
"737449","RALEIGH","13"
"35361","RALEIGH","1"
"47849","RALEIGH","19"
"3864706","RALEIGH","3"
"12370","RALEIGH","97"
"4133872","RALEIGH","1"
"405724","RALEIGH","3"
"16429","RALEIGH","108"
"160914","RALEIGH","1"
"1717807","RALEIGH","8"
"4007895","RALEIGH","2"
"261016","RALEIGH","34"
"27425","RALEIGH","5"
"1894437","RALEIGH","106"
"45347","RALEIGH","4"
"3923993","RALEIGH","50"
"672412","RALEIGH","101"
"67742","RALEIGH","32"
"9207","RALEIGH","31"
"3790309","RALEIGH","71"
"2249881","RALEIGH","2"
"160902","RALEIGH","5"
"37023","RALEIGH","3"
"275035","RALEIGH","2"
"190849","RALEIGH","1"
"1666390","RALEIGH","4"
"26662","DIST","2"
"20862","SEATTLE","1"
"32992","SEATTLE","1"
"6134","SEATTLE","1"
"48894","SEATTLE","1"
"14275","SEATTLE","1"
"3333921","SEATTLE","1"
"4127201","SEATTLE","1"
"2173718","DIST","1"
"43024","RALEIGH","2"
"3624974","RALEIGH","11"
"83046","RALEIGH","1"
"21434","RALEIGH","4"
"1923442","RALEIGH","1"
"3383118","RALEIGH","1"
"4063699","RALEIGH","1"
"24019","RALEIGH","1"
"2405279","RALEIGH","1"
"3266711","RALEIGH","1"
"3625755","RALEIGH","1"
"103810","RALEIGH","3"
"161458","RALEIGH","4"
"4264057","SEATTLE","2"
"175284","SEATTLE","1"
"3105236","RALEIGH","1"
"860511","RALEIGH","2"
"441139","RALEIGH","2"
"1669098","RALEIGH","1"
"1833646","RALEIGH","1"
"245466","RALEIGH","1"
"50932","RALEIGH","1"
"56142","RALEIGH","2"
"278004","RALEIGH","1"
"1861355","RALEIGH","1"
"3259168","RALEIGH","1"
"3565303","RALEIGH","4"
"406361","RALEIGH","4"
"3104990","RALEIGH","1"
"2060397","RALEIGH","1"
"42314","RALEIGH","2"
"79270","RALEIGH","2"
"3986282","RALEIGH","1"
"1197565","RALEIGH","2"
"531152","RALEIGH","1"
"47916","RALEIGH","5"
"2024858","RALEIGH","1"
"1447158","RALEIGH","1"
"1441027","RALEIGH","1"
"957226","RALEIGH","1"
"647773","RALEIGH","2"
"3800211","RALEIGH","2"
"3982300","RALEIGH","1"
"2309317","RALEIGH","2"
"14733","RALEIGH","3"
"928570","RALEIGH","1"
"1196480","RALEIGH","3"
"2451811","SANAN","1"
"37141","RALEIGH","5"
"1699464","RALEIGH","1"
"312753","RALEIGH","1"
"27684","RALEIGH","6"
"1754672","RALEIGH","2"
"1305353","RALEIGH","1"
"2183566","RALEIGH","1"
"2834487","RALEIGH","4"
"406200","RALEIGH","2"
"79351","RALEIGH","1"
"1737941","RALEIGH","1"
"547650","RALEIGH","1"
"175576","RALEIGH","1"
"217066","RALEIGH","3"
"3821789","RALEIGH","2"
"144697","RALEIGH","1"
"57585","RALEIGH","1"
"12191","RALEIGH","5"
"2834327","RALEIGH","1"
"52076","RALEIGH","4"
"4275402","RALEIGH","1"
"1868497","RALEIGH","1"
"17654","RALEIGH","2"
"4086530","RALEIGH","1"
"3910318","RALEIGH","1"
"4029880","RALEIGH","1"
"3974343","DIST","1"
"44652","DIST","2"
"10034","DIST","1"
"1631737","RALEIGH","1"
"3632312","RALEIGH","2"
"3625850","RALEIGH","2"
"4055648","RALEIGH","2"
"61635","RALEIGH","1"
"19743","RALEIGH","5"
"91364","RALEIGH","1"
"760251","RALEIGH","2"
"32408","RALEIGH","2"
"3971819","RALEIGH","1"
"22695","RALEIGH","2"
"3859960","RALEIGH","2"
"3891343","RALEIGH","2"
"3811129","RALEIGH","1"
"4124493","RALEIGH","1"
"16828","RALEIGH","1"
"34599","RALEIGH","1"
"311247","RALEIGH","1"
"4204192","RALEIGH","1"
"4129991","RALEIGH","1"
"79148","RALEIGH","1"
"395173","RALEIGH","3"
"1394699","RALEIGH","1"
"233966","RALEIGH","2"
"1855492","DIST","1"
"2849359","RALEIGH","1"
"3512054","RALEIGH","1"
"106952","RALEIGH","1"
"1097704","RALEIGH","1"
"2111809","RALEIGH","1"
"301937","RALEIGH","2"
"3813957","RALEIGH","1"
"38385","RALEIGH","2"
"177753","RALEIGH","3"
"4159729","RALEIGH","1"
"3891695","RALEIGH","1"
"2435959","RALEIGH","1"
"1923107","SEATTLE","3"
"4288708","DIST","2"
"1583003","RALEIGH","1"
"187213","RALEIGH","1"
"1115033","RALEIGH","1"
"1019070","RALEIGH","1"
"426153","RALEIGH","1"
"3383969","RALEIGH","1"
"1289960","RALEIGH","1"
"1399502","RALEIGH","1"
"145703","RALEIGH","1"
"39487","RALEIGH","1"
"3797380","SEATTLE","1"
"160874","SEATTLE","1"
"4391","SEATTLE","2"
"181940","SEATTLE","1"
"348176","SEATTLE","1"
"2396541","SEATTLE","1"
"1867327","SEATTLE","2"
"3002975","SEATTLE","1"
"518573","SEATTLE","1"
"1324220","SEATTLE","1"
"29378","SEATTLE","1"
"1726622","SEATTLE","2"
"22464","SEATTLE","1"
"84365","SEATTLE","1"
"4319323","RALEIGH","1"
"22880","RALEIGH","1"
"1131342","RALEIGH","1"
"1393082","RALEIGH","1"
"20398","RALEIGH","1"
"1923505","RALEIGH","1"
"9699","RALEIGH","1"
"3795479","SEATTLE","1"
"32945","SEATTLE","2"
"16104","SEATTLE","1"
"3603159","RALEIGH","2"
"1686551","RALEIGH","1"
"20431","RALEIGH","1"
"3660225","RALEIGH","2"
"65410","RALEIGH","2"
"26608","RALEIGH","3"
"31770","RALEIGH","1"
"2965102","RALEIGH","1"
"1616118","RALEIGH","1"
"3383114","RALEIGH","2"
"3790300","RALEIGH","2"
"12993","RALEIGH","1"
"3803595","RALEIGH","2"
"88512","RALEIGH","1"
"3335352","RALEIGH","1"
"26762","RALEIGH","2"
"25114","RALEIGH","2"
"35794","RALEIGH","2"
"16042","RALEIGH","1"
"3145402","RALEIGH","1"
"3169607","RALEIGH","2"
"3776677","RALEIGH","1"
"7531","RALEIGH","4"
"4107381","RALEIGH","1"
"2148901","RALEIGH","1"
"10362","RALEIGH","3"
"3828829","RALEIGH","1"
"26759","RALEIGH","3"
"4291399","RALEIGH","2"
"3383509","RALEIGH","1"
"3609043","RALEIGH","1"
"3625833","RALEIGH","1"
"1661269","RALEIGH","1"
"34672","RALEIGH","1"
"38757","SEATTLE","1"
"1235624","SEATTLE","1"
"38670","SEATTLE","4"
"3758076","SEATTLE","2"
"1679112","RALEIGH","1"
"1000678","RALEIGH","2"
"2375963","RALEIGH","1"
"3546100","RALEIGH","2"
"1260225","RALEIGH","1"
"3011510","RALEIGH","1"
"856302","RALEIGH","1"
"3627742","DIST","1"
"405809","SEATTLE","3"
"3581291","SEATTLE","1"
"3028469","SEATTLE","1"
"3383129","SEATTLE","1"
"395178","RALEIGH","1"
"6011449","RALEIGH","1"
"3623801","RALEIGH","1"
"861630","SANAN","1"
"2972076","DIST","3"
"10210","SEATTLE","1"
"19604","SEATTLE","1"
"516889","SEATTLE","1"
"54618","RALEIGH","1"
"28020","RALEIGH","1"
"3158559","RALEIGH","1"
"1639651","RALEIGH","1"
"4332196","RALEIGH","1"
"3849054","RALEIGH","2"
"3979737","RALEIGH","1"
"79374","RALEIGH","1"
"143869","RALEIGH","1"
"2175775","RALEIGH","2"
"498136","RALEIGH","1"
"4077451","RALEIGH","2"
"395220","RALEIGH","3"
"4146948","RALEIGH","2"
"16373","RALEIGH","3"
"3880848","RALEIGH","1"
"1289535","RALEIGH","3"
"84347","RALEIGH","2"
"3945005","RALEIGH","1"
"160893","RALEIGH","1"
"11152","RALEIGH","1"
"3295526","RALEIGH","1"
"32526","RALEIGH","1"
"24551","RALEIGH","1"
"287284","RALEIGH","1"
"94526","RALEIGH","1"
"430425","RALEIGH","1"
"3002538","DETROIT","3"
"2490","SEATTLE","1"
"2395609","SEATTLE","1"
"13051","SEATTLE","1"
"3984250","RALEIGH","1"
"2834387","RALEIGH","1"
"4198","RALEIGH","2"
"4219385","RALEIGH","1"
"1815136","RALEIGH","1"
"902931","RALEIGH","1"
"3010557","RALEIGH","1"
"189548","RALEIGH","1"
"2939418","RALEIGH","1"
"12077","RALEIGH","1"
"155240","RALEIGH","1"
"2374228","RALEIGH","1"
"1810462","RALEIGH","1"
"1847211","RALEIGH","1"
"1842052","RALEIGH","1"
"4125383","SEATTLE","1"
"1349200","SEATTLE","2"
"406550","SEATTLE","1"
"1292409","SEATTLE","1"
"2961","SEATTLE","1"
"1192733","DIST","1"
"3891304","DIST","1"
"4052300","SEATTLE","1"
"4319235","SEATTLE","1"
"272548","SEATTLE","1"
"3286339","RALEIGH","1"
"2184349","RALEIGH","1"
"3411825","RALEIGH","1"
"387045","RALEIGH","1"
"18061","RALEIGH","1"
"38554","RALEIGH","1"
"63832","SEATTLE","1"
"17010","SEATTLE","1"
"2259","SEATTLE","3"
"406071","SEATTLE","1"
"41300","SEATTLE","2"
"2364250","SEATTLE","1"
"2111891","SEATTLE","1"
"4158439","SEATTLE","1"
"3081213","SEATTLE","1"
"3625855","SEATTLE","1"
"48907","SEATTLE","1"
"4063732","SEATTLE","1"
"3916489","SEATTLE","1"
"190844","SEATTLE","1"
"34806","SEATTLE","1"
"4034931","SEATTLE","1"
"17878","SEATTLE","2"
"2375342","SEATTLE","1"
"28623","SEATTLE","1"
"8507","SEATTLE","2"
"1737922","SEATTLE","1"
"6168","RALEIGH","1"
"165196","RALEIGH","1"
"28616","RALEIGH","1"
"3078282","RALEIGH","1"
"108797","RALEIGH","1"
"543129","RALEIGH","1"
"114388","RALEIGH","1"
"4077067","RALEIGH","1"
"40835","RALEIGH","1"
"1441919","RALEIGH","1"
"287101","RALEIGH","3"
"160906","RALEIGH","1"
"4034944","RALEIGH","1"
"2168682","RALEIGH","1"
"406624","RALEIGH","1"
"89253","SEATTLE","1"
"2882305","SEATTLE","1"
"4080779","SEATTLE","1"
"4075887","RALEIGH","1"
"3159345","RALEIGH","2"
"4336075","RALEIGH","1"
"24914","RALEIGH","1"
"29267","RALEIGH","1"
"3521511","RALEIGH","1"
"88471","RALEIGH","1"
"98908","RALEIGH","1"
"230941","RALEIGH","1"
"2037938","RALEIGH","1"
"61644","SEATTLE","1"
"460014","SEATTLE","1"
"53402","SEATTLE","1"
"1775483","RALEIGH","2"
"518758","RALEIGH","1"
"3586","DIST","1"
"2465199","RALEIGH","1"
"79243","RALEIGH","1"
"406935","RALEIGH","1"
"4318795","RALEIGH","1"
"298683","SEATTLE","1"
"27188","SEATTLE","1"
"3580972","SEATTLE","1"
"27877","RALEIGH","1"
"190007","RALEIGH","1"
"3859941","RALEIGH","1"
"20462","RALEIGH","1"
"3642082","RALEIGH","1"
"1705741","RALEIGH","1"
"3443496","RALEIGH","1"
"4370","RALEIGH","1"
"2972555","RALEIGH","1"
"1657175","RALEIGH","1"
"45956","RALEIGH","1551"
"27851","RALEIGH","3219"
"117119","RALEIGH","6391"
"27232","RALEIGH","1141"
"66542","RALEIGH","1054"
"1894413","RALEIGH","326"
"226227","RALEIGH","14"
"4377","RALEIGH","25"
"16231","RALEIGH","57"
"118053","RALEIGH","229"
"3924025","RALEIGH","58"
"1606576","RALEIGH","48"
"15565","RALEIGH","402"
"4198873","RALEIGH","5"
"91909","RALEIGH","20"
"30116","RALEIGH","49"
"1895113","RALEIGH","81"
"141690","RALEIGH","50"
"1757738","RALEIGH","5"
"1066201","RALEIGH","122"
"260976","RALEIGH","16"
"21356","RALEIGH","44"
"419828","RALEIGH","73"
"4096","RALEIGH","2"
"5597","RALEIGH","42"
"15303","RALEIGH","11"
"1619040","RALEIGH","24"
"3511394","RALEIGH","53"
"3573020","RALEIGH","1"
"3780488","RALEIGH","2"
"190430","RALEIGH","2"
"45708","RALEIGH","8"
"1444200","RALEIGH","1"
"2171760","RALEIGH","16"
"1885350","RALEIGH","15"
"2465209","RALEIGH","49"
"7122","RALEIGH","17"
"954278","RALEIGH","95"
"102648","RALEIGH","1"
"24299","RALEIGH","87"
"32148","RALEIGH","50"
"297881","RALEIGH","2"
"2513","RALEIGH","36"
"284900","RALEIGH","15"
"4061516","RALEIGH","44"
"406041","RALEIGH","1344"
"451370","RALEIGH","62"
"4106953","RALEIGH","18"
"49970","RALEIGH","19"
"85700","RALEIGH","14"
"954230","RALEIGH","132"
"25196","RALEIGH","11"
"230354","RALEIGH","2"
"493268","RALEIGH","22"
"44597","RALEIGH","22"
"3383151","RALEIGH","6"
"923387","RALEIGH","1"
"955493","RALEIGH","5"
"2193312","RALEIGH","34"
"13641","RALEIGH","14"
"2013288","RALEIGH","139"
"527556","RALEIGH","59"
"405089","RALEIGH","6"
"24399","RALEIGH","15"
"1894429","RALEIGH","27"
"65407","RALEIGH","16"
"1959","RALEIGH","14"
"4711","RALEIGH","7"
"3637723","RALEIGH","42"
"18474","RALEIGH","29"
"160861","RALEIGH","57"
"80","RALEIGH","289"
"842524","RALEIGH","14"
"3293699","RALEIGH","103"
"3293902","RALEIGH","104"
"1323","RALEIGH","17"
"44928","RALEIGH","33"
"379658","RALEIGH","47"
"17255","RALEIGH","3"
"3158330","RALEIGH","1"
"52537","RALEIGH","1"
"424795","RALEIGH","1"
"127630","RALEIGH","20"
"1894440","RALEIGH","17"
"196988","RALEIGH","5"
"36115","RALEIGH","5"
"27064","RALEIGH","11"
"37368","RALEIGH","109"
"3878693","RALEIGH","2"
"32839","RALEIGH","4"
"3535387","RALEIGH","2"
"9731","RALEIGH","4"
"1638961","RALEIGH","21"
"289532","RALEIGH","16"
"3924163","RALEIGH","104"
"4154350","RALEIGH","3"
"1347482","RALEIGH","1"
"2995928","RALEIGH","1"
"1302331","RALEIGH","16"
"10777","RALEIGH","31"
"1894419","RALEIGH","22"
"46303","RALEIGH","53"
"4123259","RALEIGH","28"
"4146199","RALEIGH","1"
"1282845","RALEIGH","6"
"1395861","RALEIGH","26"
"24944","RALEIGH","6"
"22454","RALEIGH","21"
"161498","RALEIGH","5"
"4146931","RALEIGH","1"
"2152284","RALEIGH","1"
"673928","RALEIGH","7"
"5894","RALEIGH","14"
"3287256","RALEIGH","25"
"46700","RALEIGH","9"
"760244","RICH","1"
"46787","RALEIGH","16"
"16479","RALEIGH","1"
"44232","RALEIGH","9"
"5192","RALEIGH","9"
"2229612","RALEIGH","4"
"4114035","RALEIGH","3"
"12630","RALEIGH","31"
"2553","RALEIGH","25"
"954225","RALEIGH","42"
"466737","RALEIGH","5"
"33642","RALEIGH","3"
"37429","RALEIGH","5"
"3862381","RALEIGH","14"
"1877257","RALEIGH","8"
"1292555","RALEIGH","5"
"19794","RALEIGH","11"
"45421","RALEIGH","8"
"4052186","RALEIGH","4"
"1354761","RALEIGH","5"
"1773816","RALEIGH","11"
"2466117","RALEIGH","2"
"3032519","RALEIGH","1"
"1875464","RALEIGH","17"
"30866","RALEIGH","15"
"3527690","RALEIGH","9"
"2254063","RALEIGH","6"
"2178586","RALEIGH","30"
"1630979","RALEIGH","9"
"1896","RALEIGH","76"
"6421","RALEIGH","8"
"2757326","RALEIGH","6"
"52378","RALEIGH","7"
"2024794","RALEIGH","22"
"88397","RALEIGH","2"
"17878","RALEIGH","65"
"23882","RALEIGH","15"
"182026","RALEIGH","6"
"2465269","RALEIGH","20"
"2308296","RALEIGH","4"
"4100061","RALEIGH","5"
"1591979","RALEIGH","1"
"760331","RALEIGH","3"
"24628","RALEIGH","1"
"34761","RALEIGH","18"
"1893313","RALEIGH","14"
"4099993","RALEIGH","43"
"27701","RALEIGH","40"
"36608","RALEIGH","3"
"103453","RALEIGH","1"
"2849090","RALEIGH","21"
"4292102","RALEIGH","4"
"785263","RALEIGH","1"
"85698","RALEIGH","6"
"18107","RALEIGH","3"
"17700","RALEIGH","17"
"4227618","RALEIGH","1"
"405857","RALEIGH","4"
"6895","RALEIGH","15"
"46471","RALEIGH","2"
"13569","RALEIGH","6"
"4083776","RALEIGH","37"
"25286","RALEIGH","7"
"2405278","RALEIGH","2"
"4243561","RALEIGH","6"
"301919","RALEIGH","33"
"230943","RALEIGH","2"
"3698008","RALEIGH","2"
"3128","RALEIGH","17"
"4776","RALEIGH","2"
"956551","RALEIGH","5"
"467428","RALEIGH","5"
"2849809","RALEIGH","2"
"1100067","RALEIGH","2"
"2375512","RALEIGH","2"
"20887","RALEIGH","20"
"3812091","RALEIGH","5"
"3973942","RALEIGH","25"
"38903","RALEIGH","3"
"2254422","RALEIGH","9"
"135206","RALEIGH","8"
"6791","RALEIGH","19"
"301918","RALEIGH","35"
"4141874","RALEIGH","2"
"460059","RALEIGH","3"
"5014","RALEIGH","7"
"4063897","RALEIGH","2"
"6011451","RALEIGH","19"
"1578557","RALEIGH","6"
"30804","RALEIGH","7"
"76827","RALEIGH","3"
"26689","RALEIGH","2"
"2344584","RALEIGH","9"
"184968","RALEIGH","5"
"30384","RALEIGH","4"
"4071","RALEIGH","6"
"4098278","RALEIGH","3"
"1306225","RALEIGH","1"
"2937933","RALEIGH","3"
"1717988","SEATTLE","505"
"274273","SEATTLE","12"
"98998","SEATTLE","16"
"9063","SEATTLE","1"
"447509","RALEIGH","2"
"2406732","RALEIGH","4"
"4229135","RALEIGH","1"
"38850","RALEIGH","9"
"10732","RALEIGH","9"
"46200","RALEIGH","10"
"81464","RALEIGH","4"
"737444","RALEIGH","11"
"427854","RALEIGH","2"
"7671","RALEIGH","3"
"278575","RALEIGH","2"
"2972514","RALEIGH","6"
"3625882","RALEIGH","1"
"418977","RALEIGH","15"
"2995660","RALEIGH","1"
"2937929","RALEIGH","4"
"30958","RALEIGH","2"
"1400549","RALEIGH","1"
"50665","RALEIGH","22"
"2035345","RALEIGH","1"
"1391188","RALEIGH","34"
"28527","RALEIGH","1"
"3254407","RALEIGH","5"
"5152","RALEIGH","10"
"46227","RALEIGH","11"
"32739","RALEIGH","11"
"337180","RALEIGH","7"
"146703","RALEIGH","4"
"1737931","RALEIGH","8"
"4055926","RALEIGH","15"
"318802","RALEIGH","1"
"46540","RALEIGH","9"
"1878","RALEIGH","2"
"4195967","RALEIGH","2"
"510","RALEIGH","1"
"437057","RALEIGH","3"
"225075","RALEIGH","1"
"1335082","RALEIGH","2"
"30588","RALEIGH","2"
"182170","RALEIGH","2"
"2889506","RALEIGH","1"
"4106957","RALEIGH","8"
"1826533","RALEIGH","4"
"185946","RALEIGH","9"
"1720638","RALEIGH","4"
"4344790","RALEIGH","2"
"92767","RALEIGH","1"
"3511401","RALEIGH","13"
"47279","RALEIGH","3"
"41318","RALEIGH","1"
"3157986","RALEIGH","4"
"316829","RALEIGH","1"
"293800","RALEIGH","1"
"39830","RALEIGH","11"
"10779","RALEIGH","2"
"14126","RALEIGH","32"
"4085618","RALEIGH","3"
"47053","RALEIGH","3"
"1449495","RALEIGH","1"
"3863500","RALEIGH","4"
"4146926","RALEIGH","12"
"34822","RALEIGH","13"
"43209","RALEIGH","3"
"4160191","RALEIGH","1"
"81588","RALEIGH","6"
"16423","RALEIGH","2"
"3383049","RALEIGH","2"
"302235","RALEIGH","9"
"1624099","RALEIGH","6"
"392238","RALEIGH","2"
"4229169","RALEIGH","3"
"4117537","RALEIGH","7"
"32415","SEATTLE","5"
"1717824","SEATTLE","3"
"105278","SEATTLE","1"
"3690","SEATTLE","3"
"3625850","SEATTLE","1"
"3169700","RALEIGH","1"
"437121","RALEIGH","1"
"114786","RALEIGH","8"
"632966","RALEIGH","1"
"20468","RALEIGH","9"
"29813","RALEIGH","4"
"17316","RALEIGH","4"
"53117","RALEIGH","2"
"4199362","RALEIGH","1"
"312743","RALEIGH","1"
"2846412","RALEIGH","4"
"3609048","RALEIGH","5"
"3971910","RALEIGH","2"
"861026","RALEIGH","2"
"395222","RALEIGH","3"
"3299","RALEIGH","1"
"95731","RALEIGH","2"
"1727317","RALEIGH","2"
"202646","RALEIGH","2"
"301939","RALEIGH","2"
"689026","RALEIGH","11"
"21561","RALEIGH","3"
"121194","RALEIGH","1"
"161203","RALEIGH","3"
"301946","RALEIGH","6"
"1914008","RALEIGH","1"
"3159504","RALEIGH","3"
"3624981","RALEIGH","2"
"3333882","RALEIGH","10"
"284907","RALEIGH","4"
"3860032","RALEIGH","2"
"62991","RALEIGH","3"
"58815","RALEIGH","1"
"502159","RALEIGH","4"
"4053429","RALEIGH","2"
"4063869","RALEIGH","1"
"3643194","RALEIGH","11"
"3052878","RALEIGH","10"
"94149","RALEIGH","1"
"4125681","RALEIGH","2"
"92394","RALEIGH","1"
"3599226","RALEIGH","2"
"3772303","RALEIGH","2"
"88516","RALEIGH","4"
"2484311","RALEIGH","6"
"392227","RALEIGH","1"
"1289550","RALEIGH","3"
"406038","RALEIGH","2"
"35725","RALEIGH","2"
"504291","RALEIGH","4"
"4237","RALEIGH","2"
"3624370","RALEIGH","2"
"4146957","RALEIGH","4"
"19905","RALEIGH","4"
"1893322","RALEIGH","2"
"39267","RALEIGH","2"
"4203187","RALEIGH","16"
"1000702","RALEIGH","2"
"3876382","RALEIGH","3"
"4146470","RALEIGH","13"
"989117","RALEIGH","2"
"4117582","RALEIGH","4"
"3809376","RALEIGH","3"
"1737819","RALEIGH","1"
"23558","RALEIGH","3"
"1895672","RALEIGH","2"
"547746","RALEIGH","4"
"279486","RALEIGH","4"
"14175","RALEIGH","2"
"681439","RALEIGH","10"
